stage,target,class,jobs,upstream_parallel,recipe,dependencies
0012-packages-light-b3aeec50,package/feeds/packages/modemmanager/compile,light,24,upstream default (serial unless framework changes it),package/feeds/packages/modemmanager/Makefile,package/feeds/packages/dbus/compile package/feeds/packages/glib2/compile package/feeds/packages/glib2/host/compile package/feeds/packages/libmbim/compile package/feeds/packages/libqmi/compile package/feeds/packages/libqrtr-glib/compile package/feeds/packages/libxslt/host/compile package/feeds/packages/lua-cjson/compile package/libs/toolchain/compile package/network/services/ppp/compile package/system/rpcd/compile package/utils/lua/compile
0012-packages-light-b3aeec50,package/feeds/packages/nfs-kernel-server/compile,light,24,1,package/feeds/packages/nfs-kernel-server/Makefile,package/feeds/packages/keyutils/compile package/feeds/packages/libtirpc/compile package/feeds/packages/lvm2/compile package/feeds/packages/nfs-kernel-server/host/compile package/feeds/packages/rpcbind/compile package/kernel/linux/compile package/libs/libevent2/compile package/libs/toolchain/compile package/utils/util-linux/compile
0012-packages-light-b3aeec50,package/feeds/packages/perl-html-parser/compile,light,24,upstream default (serial unless framework changes it),package/feeds/packages/perl-html-parser/Makefile,package/feeds/packages/perl-html-tagset/compile package/feeds/packages/perl/compile package/libs/toolchain/compile
0012-packages-light-b3aeec50,package/feeds/packages/python-build/host/compile,light,24,upstream default (serial unless framework changes it),package/feeds/packages/python-build/Makefile,package/feeds/packages/python-flit-core/host/compile package/feeds/packages/python-installer/host/compile package/feeds/packages/python-packaging/host/compile package/feeds/packages/python-pyproject-hooks/host/compile package/feeds/packages/python3/host/compile
0012-packages-light-b3aeec50,package/feeds/packages/smartmontools/compile,light,24,1,package/feeds/packages/smartmontools/Makefile,package/feeds/packages/msmtp/compile package/feeds/packages/nail/compile package/libs/toolchain/compile
0012-packages-light-b3aeec50,package/feeds/packages/xtables-addons/compile,light,24,1,package/feeds/packages/xtables-addons/Makefile,package/feeds/packages/gzip/compile package/feeds/packages/perl-net-cidr-lite/compile package/feeds/packages/perl-text-csv_xs/compile package/feeds/packages/perl/compile package/feeds/packages/wget/compile package/kernel/linux/compile package/libs/toolchain/compile package/network/utils/iptables/compile
0012-packages-light-b3aeec50,package/luci-app-qosmate/compile,light,24,upstream default (serial unless framework changes it),package/luci-app-qosmate/Makefile,package/feeds/luci/csstidy/host/compile package/feeds/luci/luci-base/host/compile package/feeds/luci/luci-lib-jsonc/compile package/feeds/packages/luasrcdiet/host/compile package/libs/toolchain/compile package/qosmate/compile package/utils/lua/compile package/utils/lua/host/compile
0012-packages-light-b3aeec50,package/luci-theme-kucat/compile,light,24,upstream default (serial unless framework changes it),package/luci-theme-kucat/Makefile,package/feeds/luci/csstidy/host/compile package/feeds/luci/luci-base/host/compile package/feeds/packages/curl/compile package/feeds/packages/luasrcdiet/host/compile package/feeds/packages/wget/compile package/libs/toolchain/compile package/libs/uclient/compile package/utils/jsonfilter/compile package/utils/lua/host/compile
0012-packages-light-b3aeec50,package/network/config/netifd/compile,light,24,upstream default (serial unless framework changes it),package/network/config/netifd/Makefile,package/libs/libnl-tiny/compile package/libs/libubox/compile package/libs/toolchain/compile package/libs/udebug/compile package/system/ubus/compile package/system/uci/compile package/utils/ucode/compile
0012-packages-light-b3aeec50,package/network/ipv6/6in4/compile,light,24,upstream default (serial unless framework changes it),package/network/ipv6/6in4/Makefile,package/kernel/linux/compile package/libs/toolchain/compile package/libs/uclient/compile package/network/utils/resolveip/compile
0012-packages-light-b3aeec50,package/network/services/hostapd/compile,light,24,1,package/network/services/hostapd/Makefile,package/libs/libnl-tiny/compile package/libs/libubox/compile package/libs/openssl/compile package/libs/toolchain/compile package/libs/udebug/compile package/system/ubus/compile package/utils/ucode/compile
0012-packages-light-b3aeec50,package/network/services/umdns/compile,light,24,upstream default (serial unless framework changes it),package/network/services/umdns/Makefile,package/libs/libubox/compile package/libs/toolchain/compile package/libs/udebug/compile package/system/ubus/compile
0012-packages-light-b3aeec50,package/system/opkg/compile,light,24,upstream default (serial unless framework changes it),package/system/opkg/Makefile,package/libs/libubox/compile package/libs/toolchain/compile package/libs/uclient/compile
0012-packages-light-b3aeec50,package/system/ubox/compile,light,24,upstream default (serial unless framework changes it),package/system/ubox/Makefile,package/libs/libubox/compile package/libs/toolchain/compile package/libs/udebug/compile package/system/ubus/compile package/system/uci/compile
0013-packages-light-28dbb5ed,package/feeds/luci/luci-base/compile,light,24,upstream default (serial unless framework changes it),package/feeds/luci/luci-base/Makefile,package/feeds/luci/csstidy/host/compile package/feeds/luci/luci-base/host/compile package/feeds/luci/lucihttp/compile package/feeds/luci/rpcd-mod-luci/compile package/feeds/luci/ucode-mod-html/compile package/feeds/packages/cgi-io/compile package/feeds/packages/luasrcdiet/host/compile package/libs/toolchain/compile package/system/rpcd/compile package/utils/lua/host/compile package/utils/ucode/compile
0013-packages-light-28dbb5ed,package/feeds/luci/luci-proto-modemmanager/compile,light,24,upstream default (serial unless framework changes it),package/feeds/luci/luci-proto-modemmanager/Makefile,package/feeds/luci/csstidy/host/compile package/feeds/luci/luci-base/host/compile package/feeds/packages/luasrcdiet/host/compile package/feeds/packages/modemmanager/compile package/libs/toolchain/compile package/utils/lua/host/compile
0013-packages-light-28dbb5ed,package/feeds/packages/perl-cgi/compile,light,24,upstream default (serial unless framework changes it),package/feeds/packages/perl-cgi/Makefile,package/feeds/packages/perl-html-parser/compile package/feeds/packages/perl/compile package/libs/toolchain/compile
0013-packages-light-28dbb5ed,package/feeds/packages/python-editables/host/compile,light,24,upstream default (serial unless framework changes it),package/feeds/packages/python-editables/Makefile,package/feeds/packages/python-build/host/compile package/feeds/packages/python-flit-core/host/compile package/feeds/packages/python-installer/host/compile package/feeds/packages/python3/host/compile
0013-packages-light-28dbb5ed,package/feeds/packages/python-pathspec/host/compile,light,24,upstream default (serial unless framework changes it),package/feeds/packages/python-pathspec/Makefile,package/feeds/packages/python-build/host/compile package/feeds/packages/python-flit-core/host/compile package/feeds/packages/python-installer/host/compile package/feeds/packages/python3/host/compile
0013-packages-light-28dbb5ed,package/feeds/packages/python-typing-extensions/host/compile,light,24,upstream default (serial unless framework changes it),package/feeds/packages/python-typing-extensions/Makefile,package/feeds/packages/python-build/host/compile package/feeds/packages/python-flit-core/host/compile package/feeds/packages/python-installer/host/compile package/feeds/packages/python3/host/compile
0013-packages-light-28dbb5ed,package/feeds/packages/python-wheel/host/compile,light,24,upstream default (serial unless framework changes it),package/feeds/packages/python-wheel/Makefile,package/feeds/packages/python-build/host/compile package/feeds/packages/python-flit-core/host/compile package/feeds/packages/python-installer/host/compile package/feeds/packages/python3/host/compile
0013-packages-light-28dbb5ed,package/network/config/wifi-scripts/compile,light,24,upstream default (serial unless framework changes it),package/network/config/wifi-scripts/Makefile,package/libs/toolchain/compile package/network/config/netifd/compile package/utils/ucode/compile
0013-packages-light-28dbb5ed,package/system/fstools/compile,light,24,upstream default (serial unless framework changes it),package/system/fstools/Makefile,package/kernel/linux/compile package/libs/libjson-c/compile package/libs/libubox/compile package/libs/toolchain/compile package/system/ubox/compile package/system/ubus/compile package/system/uci/compile package/utils/mtd-utils/compile package/utils/util-linux/compile
0013-packages-light-28dbb5ed,package/system/urandom-seed/compile,light,24,upstream default (serial unless framework changes it),package/system/urandom-seed/Makefile,package/libs/toolchain/compile package/system/ubox/compile
0014-packages-light-cf9a5607,package/boot/uboot-envtools/compile,light,24,1,package/boot/uboot-envtools/Makefile,package/libs/toolchain/compile package/system/fstools/compile
0014-packages-light-cf9a5607,package/emortal/automount/compile,light,24,upstream default (serial unless framework changes it),package/emortal/automount/Makefile,package/kernel/linux/compile package/libs/toolchain/compile package/system/fstools/compile package/utils/e2fsprogs/compile
0014-packages-light-cf9a5607,package/feeds/luci/luci-app-acme/compile,light,24,upstream default (serial unless framework changes it),package/feeds/luci/luci-app-acme/Makefile,package/feeds/luci/csstidy/host/compile package/feeds/luci/luci-base/compile package/feeds/luci/luci-base/host/compile package/feeds/packages/acme/compile package/feeds/packages/luasrcdiet/host/compile package/libs/toolchain/compile package/utils/lua/host/compile
0014-packages-light-cf9a5607,package/feeds/luci/luci-app-banip/compile,light,24,upstream default (serial unless framework changes it),package/feeds/luci/luci-app-banip/Makefile,package/feeds/luci/csstidy/host/compile package/feeds/luci/luci-base/compile package/feeds/luci/luci-base/host/compile package/feeds/packages/banip/compile package/feeds/packages/luasrcdiet/host/compile package/libs/toolchain/compile package/utils/lua/host/compile
0014-packages-light-cf9a5607,package/feeds/luci/luci-app-filemanager/compile,light,24,upstream default (serial unless framework changes it),package/feeds/luci/luci-app-filemanager/Makefile,package/feeds/luci/csstidy/host/compile package/feeds/luci/luci-base/compile package/feeds/luci/luci-base/host/compile package/feeds/packages/luasrcdiet/host/compile package/libs/toolchain/compile package/utils/lua/host/compile
0014-packages-light-cf9a5607,package/feeds/luci/luci-app-firewall/compile,light,24,upstream default (serial unless framework changes it),package/feeds/luci/luci-app-firewall/Makefile,package/feeds/luci/csstidy/host/compile package/feeds/luci/luci-base/compile package/feeds/luci/luci-base/host/compile package/feeds/packages/luasrcdiet/host/compile package/libs/toolchain/compile package/network/config/firewall4/compile package/utils/lua/host/compile
0014-packages-light-cf9a5607,package/feeds/luci/luci-app-natmap/compile,light,24,upstream default (serial unless framework changes it),package/feeds/luci/luci-app-natmap/Makefile,package/feeds/luci/csstidy/host/compile package/feeds/luci/luci-base/compile package/feeds/luci/luci-base/host/compile package/feeds/packages/luasrcdiet/host/compile package/feeds/packages/natmap/compile package/libs/toolchain/compile package/utils/lua/host/compile
0014-packages-light-cf9a5607,package/feeds/luci/luci-app-omcproxy/compile,light,24,upstream default (serial unless framework changes it),package/feeds/luci/luci-app-omcproxy/Makefile,package/feeds/luci/csstidy/host/compile package/feeds/luci/luci-base/compile package/feeds/luci/luci-base/host/compile package/feeds/packages/luasrcdiet/host/compile package/libs/toolchain/compile package/network/services/omcproxy/compile package/utils/lua/host/compile
0014-packages-light-cf9a5607,package/feeds/luci/luci-app-p910nd/compile,light,24,upstream default (serial unless framework changes it),package/feeds/luci/luci-app-p910nd/Makefile,package/feeds/luci/csstidy/host/compile package/feeds/luci/luci-base/compile package/feeds/luci/luci-base/host/compile package/feeds/packages/luasrcdiet/host/compile package/feeds/packages/p910nd/compile package/libs/toolchain/compile package/utils/lua/host/compile
0014-packages-light-cf9a5607,package/feeds/luci/luci-app-package-manager/compile,light,24,upstream default (serial unless framework changes it),package/feeds/luci/luci-app-package-manager/Makefile,package/feeds/luci/csstidy/host/compile package/feeds/luci/luci-base/compile package/feeds/luci/luci-base/host/compile package/feeds/packages/luasrcdiet/host/compile package/libs/toolchain/compile package/utils/lua/host/compile
0014-packages-light-cf9a5607,package/feeds/luci/luci-app-softether/compile,light,24,upstream default (serial unless framework changes it),package/feeds/luci/luci-app-softether/Makefile,package/feeds/luci/csstidy/host/compile package/feeds/luci/luci-base/compile package/feeds/luci/luci-base/host/compile package/feeds/packages/luasrcdiet/host/compile package/feeds/packages/softethervpn5/compile package/libs/toolchain/compile package/utils/lua/host/compile
0014-packages-light-cf9a5607,package/feeds/luci/luci-app-statistics/compile,light,24,upstream default (serial unless framework changes it),package/feeds/luci/luci-app-statistics/Makefile,package/feeds/luci/csstidy/host/compile package/feeds/luci/luci-base/compile package/feeds/luci/luci-base/host/compile package/feeds/packages/collectd/compile package/feeds/packages/luasrcdiet/host/compile package/feeds/packages/rrdtool1/compile package/libs/toolchain/compile package/utils/lua/host/compile
0014-packages-light-cf9a5607,package/feeds/luci/luci-app-ttyd/compile,light,24,upstream default (serial unless framework changes it),package/feeds/luci/luci-app-ttyd/Makefile,package/feeds/luci/csstidy/host/compile package/feeds/luci/luci-base/compile package/feeds/luci/luci-base/host/compile package/feeds/packages/luasrcdiet/host/compile package/feeds/packages/ttyd/compile package/libs/toolchain/compile package/utils/lua/host/compile
0014-packages-light-cf9a5607,package/feeds/luci/luci-app-udpxy/compile,light,24,upstream default (serial unless framework changes it),package/feeds/luci/luci-app-udpxy/Makefile,package/feeds/luci/csstidy/host/compile package/feeds/luci/luci-base/compile package/feeds/luci/luci-base/host/compile package/feeds/packages/luasrcdiet/host/compile package/feeds/packages/udpxy/compile package/libs/toolchain/compile package/utils/lua/host/compile
0014-packages-light-cf9a5607,package/feeds/luci/luci-app-uhttpd/compile,light,24,upstream default (serial unless framework changes it),package/feeds/luci/luci-app-uhttpd/Makefile,package/feeds/luci/csstidy/host/compile package/feeds/luci/luci-base/compile package/feeds/luci/luci-base/host/compile package/feeds/packages/luasrcdiet/host/compile package/libs/toolchain/compile package/network/services/uhttpd/compile package/utils/lua/host/compile
0014-packages-light-cf9a5607,package/feeds/luci/luci-app-upnp/compile,light,24,upstream default (serial unless framework changes it),package/feeds/luci/luci-app-upnp/Makefile,package/feeds/luci/csstidy/host/compile package/feeds/luci/luci-base/compile package/feeds/luci/luci-base/host/compile package/feeds/packages/luasrcdiet/host/compile package/feeds/packages/miniupnpd/compile package/libs/toolchain/compile package/system/rpcd/compile package/utils/lua/host/compile
0014-packages-light-cf9a5607,package/feeds/luci/luci-app-wol/compile,light,24,upstream default (serial unless framework changes it),package/feeds/luci/luci-app-wol/Makefile,package/feeds/luci/csstidy/host/compile package/feeds/luci/luci-base/compile package/feeds/luci/luci-base/host/compile package/feeds/packages/etherwake/compile package/feeds/packages/luasrcdiet/host/compile package/libs/toolchain/compile package/utils/lua/host/compile
0014-packages-light-cf9a5607,package/feeds/luci/luci-lua-runtime/compile,light,24,upstream default (serial unless framework changes it),package/feeds/luci/luci-lua-runtime/Makefile,package/feeds/luci/csstidy/host/compile package/feeds/luci/luci-base/compile package/feeds/luci/luci-base/host/compile package/feeds/luci/luci-lib-base/compile package/feeds/luci/luci-lib-ip/compile package/feeds/luci/luci-lib-jsonc/compile package/feeds/luci/luci-lib-nixio/compile package/feeds/luci/lucihttp/compile package/feeds/luci/ucode-mod-lua/compile package/feeds/packages/luasrcdiet/host/compile package/libs/toolchain/compile package/system/ubus/compile package/utils/lua/compile package/utils/lua/host/compile
0014-packages-light-cf9a5607,package/feeds/luci/luci-mod-dashboard/compile,light,24,upstream default (serial unless framework changes it),package/feeds/luci/luci-mod-dashboard/Makefile,package/feeds/luci/csstidy/host/compile package/feeds/luci/luci-base/compile package/feeds/luci/luci-base/host/compile package/feeds/packages/luasrcdiet/host/compile package/libs/toolchain/compile package/network/utils/iwinfo/compile package/utils/lua/host/compile
0014-packages-light-cf9a5607,package/feeds/luci/luci-mod-network/compile,light,24,upstream default (serial unless framework changes it),package/feeds/luci/luci-mod-network/Makefile,package/feeds/luci/csstidy/host/compile package/feeds/luci/luci-base/compile package/feeds/luci/luci-base/host/compile package/feeds/packages/luasrcdiet/host/compile package/libs/toolchain/compile package/system/rpcd/compile package/utils/lua/host/compile
0014-packages-light-cf9a5607,package/feeds/luci/luci-mod-status/compile,light,24,upstream default (serial unless framework changes it),package/feeds/luci/luci-mod-status/Makefile,package/feeds/luci/csstidy/host/compile package/feeds/luci/luci-base/compile package/feeds/luci/luci-base/host/compile package/feeds/packages/luasrcdiet/host/compile package/libs/toolchain/compile package/network/utils/iwinfo/compile package/system/rpcd/compile package/utils/lua/host/compile
0014-packages-light-cf9a5607,package/feeds/luci/luci-mod-system/compile,light,24,upstream default (serial unless framework changes it),package/feeds/luci/luci-mod-system/Makefile,package/feeds/luci/csstidy/host/compile package/feeds/luci/luci-base/compile package/feeds/luci/luci-base/host/compile package/feeds/packages/luasrcdiet/host/compile package/libs/toolchain/compile package/utils/lua/host/compile
0014-packages-light-cf9a5607,package/feeds/luci/luci-theme-bootstrap/compile,light,24,upstream default (serial unless framework changes it),package/feeds/luci/luci-theme-bootstrap/Makefile,package/feeds/luci/csstidy/host/compile package/feeds/luci/luci-base/compile package/feeds/luci/luci-base/host/compile package/feeds/packages/luasrcdiet/host/compile package/libs/toolchain/compile package/utils/lua/host/compile
0014-packages-light-cf9a5607,package/feeds/packages/git/compile,light,24,1,package/feeds/packages/git/Makefile,package/feeds/packages/curl/compile package/feeds/packages/perl-cgi/compile package/feeds/packages/perl/compile package/libs/openssl/compile package/libs/toolchain/compile package/libs/zlib/compile
0014-packages-light-cf9a5607,package/feeds/packages/python-calver/host/compile,light,24,upstream default (serial unless framework changes it),package/feeds/packages/python-calver/Makefile,package/feeds/packages/python-build/host/compile package/feeds/packages/python-installer/host/compile package/feeds/packages/python-wheel/host/compile package/feeds/packages/python3/host/compile
0014-packages-light-cf9a5607,package/feeds/packages/python-setuptools-scm/host/compile,light,24,upstream default (serial unless framework changes it),package/feeds/packages/python-setuptools-scm/Makefile,package/feeds/packages/python-build/host/compile package/feeds/packages/python-installer/host/compile package/feeds/packages/python-packaging/host/compile package/feeds/packages/python-typing-extensions/host/compile package/feeds/packages/python-wheel/host/compile package/feeds/packages/python3/host/compile
0014-packages-light-cf9a5607,package/feeds/packages/python3/compile,light,24,1,package/feeds/packages/python3/Makefile,package/feeds/packages/bluez/compile package/feeds/packages/gdbm/compile package/feeds/packages/libffi/compile package/feeds/packages/python-build/host/compile package/feeds/packages/python-installer/host/compile package/feeds/packages/python-wheel/host/compile package/feeds/packages/python3/host/compile package/feeds/packages/sqlite3/compile package/feeds/packages/xz/compile package/libs/ncurses/compile package/libs/openssl/compile package/libs/readline/compile package/libs/toolchain/compile package/libs/zlib/compile package/system/ca-certificates/compile package/utils/bzip2/compile package/utils/util-linux/compile
0014-packages-light-cf9a5607,package/kernel/mac80211/compile,light,24,1,package/kernel/mac80211/Makefile,package/firmware/linux-firmware/compile package/firmware/wireless-regdb/compile package/kernel/linux/compile package/network/config/wifi-scripts/compile package/network/services/hostapd/compile package/network/utils/iw/compile package/network/utils/iwinfo/compile
0014-packages-light-cf9a5607,package/mm-ui-bands/compile,light,24,upstream default (serial unless framework changes it),package/mm-ui-bands/Makefile,package/feeds/luci/csstidy/host/compile package/feeds/luci/luci-base/host/compile package/feeds/luci/luci-proto-modemmanager/compile package/feeds/packages/luasrcdiet/host/compile package/feeds/packages/modemmanager/compile package/libs/toolchain/compile package/system/uci/compile package/utils/jsonfilter/compile package/utils/lua/host/compile
0014-packages-light-cf9a5607,package/mm-ui-sms/luci-app-sms-manager/compile,light,24,upstream default (serial unless framework changes it),package/mm-ui-sms/luci-app-sms-manager/Makefile,package/feeds/luci/csstidy/host/compile package/feeds/luci/luci-base/host/compile package/feeds/luci/luci-proto-modemmanager/compile package/feeds/packages/luasrcdiet/host/compile package/feeds/packages/mailsend/compile package/feeds/packages/modemmanager/compile package/libs/libubox/compile package/libs/toolchain/compile package/system/rpcd/compile package/system/uci/compile package/utils/lua/host/compile
0014-packages-light-cf9a5607,package/system/procd/compile,light,24,upstream default (serial unless framework changes it),package/system/procd/Makefile,package/libs/libjson-c/compile package/libs/libselinux/compile package/libs/libubox/compile package/libs/toolchain/compile package/libs/udebug/compile package/system/fstools/compile package/system/ubox/compile package/system/ubus/compile package/system/uci/compile
0015-packages-light-6984aa98,package/base-files/compile,light,24,upstream default (serial unless framework changes it),package/base-files/Makefile,package/libs/toolchain/compile package/network/config/netifd/compile package/system/fstools/compile package/system/fwtool/compile package/system/openwrt-keyring/compile package/system/procd/compile package/system/ucert/host/compile package/system/usign/compile package/system/usign/host/compile package/utils/busybox/compile package/utils/jsonfilter/compile package/utils/mtd-utils/compile
0015-packages-light-6984aa98,package/feeds/luci/luci-app-cpulimit/compile,light,24,upstream default (serial unless framework changes it),package/feeds/luci/luci-app-cpulimit/Makefile,package/feeds/luci/csstidy/host/compile package/feeds/luci/luci-base/host/compile package/feeds/luci/luci-lua-runtime/compile package/feeds/packages/cpulimit/compile package/feeds/packages/luasrcdiet/host/compile package/libs/toolchain/compile package/utils/lua/host/compile
0015-packages-light-6984aa98,package/feeds/luci/luci-app-nfs/compile,light,24,upstream default (serial unless framework changes it),package/feeds/luci/luci-app-nfs/Makefile,package/feeds/luci/csstidy/host/compile package/feeds/luci/luci-base/host/compile package/feeds/luci/luci-lua-runtime/compile package/feeds/packages/luasrcdiet/host/compile package/feeds/packages/nfs-kernel-server/compile package/libs/toolchain/compile package/utils/lua/host/compile package/utils/util-linux/compile
0015-packages-light-6984aa98,package/feeds/luci/luci-app-softethervpn/compile,light,24,upstream default (serial unless framework changes it),package/feeds/luci/luci-app-softethervpn/Makefile,package/feeds/luci/csstidy/host/compile package/feeds/luci/luci-base/host/compile package/feeds/luci/luci-lua-runtime/compile package/feeds/packages/luasrcdiet/host/compile package/feeds/packages/softethervpn5/compile package/kernel/linux/compile package/libs/libiconv-full/compile package/libs/ncurses/compile package/libs/openssl/compile package/libs/readline/compile package/libs/toolchain/compile package/libs/zlib/compile package/utils/lua/host/compile
0015-packages-light-6984aa98,package/feeds/luci/luci-app-usb-printer/compile,light,24,upstream default (serial unless framework changes it),package/feeds/luci/luci-app-usb-printer/Makefile,package/feeds/luci/csstidy/host/compile package/feeds/luci/luci-base/host/compile package/feeds/luci/luci-lua-runtime/compile package/feeds/packages/luasrcdiet/host/compile package/feeds/packages/p910nd/compile package/kernel/linux/compile package/libs/toolchain/compile package/utils/lua/host/compile
0015-packages-light-6984aa98,package/feeds/luci/luci-app-vsftpd/compile,light,24,upstream default (serial unless framework changes it),package/feeds/luci/luci-app-vsftpd/Makefile,package/feeds/luci/csstidy/host/compile package/feeds/luci/luci-base/host/compile package/feeds/luci/luci-lua-runtime/compile package/feeds/packages/luasrcdiet/host/compile package/feeds/packages/vsftpd/compile package/libs/toolchain/compile package/utils/lua/host/compile
0015-packages-light-6984aa98,package/feeds/luci/luci-compat/compile,light,24,upstream default (serial unless framework changes it),package/feeds/luci/luci-compat/Makefile,package/feeds/luci/csstidy/host/compile package/feeds/luci/luci-base/host/compile package/feeds/luci/luci-lua-runtime/compile package/feeds/packages/luasrcdiet/host/compile package/libs/toolchain/compile package/utils/lua/host/compile
0015-packages-light-6984aa98,package/feeds/luci/luci-lib-ipkg/compile,light,24,upstream default (serial unless framework changes it),package/feeds/luci/luci-lib-ipkg/Makefile,package/feeds/luci/csstidy/host/compile package/feeds/luci/luci-base/compile package/feeds/luci/luci-base/host/compile package/feeds/luci/luci-lua-runtime/compile package/feeds/packages/luasrcdiet/host/compile package/libs/toolchain/compile package/utils/lua/host/compile
0015-packages-light-6984aa98,package/feeds/luci/luci-lib-json/compile,light,24,upstream default (serial unless framework changes it),package/feeds/luci/luci-lib-json/Makefile,package/feeds/luci/csstidy/host/compile package/feeds/luci/luci-base/host/compile package/feeds/luci/luci-lua-runtime/compile package/feeds/packages/luasrcdiet/host/compile package/libs/toolchain/compile package/utils/lua/host/compile
0015-packages-light-6984aa98,package/feeds/luci/luci-mod-admin-full/compile,light,24,upstream default (serial unless framework changes it),package/feeds/luci/luci-mod-admin-full/Makefile,package/feeds/luci/csstidy/host/compile package/feeds/luci/luci-base/compile package/feeds/luci/luci-base/host/compile package/feeds/luci/luci-mod-network/compile package/feeds/luci/luci-mod-status/compile package/feeds/luci/luci-mod-system/compile package/feeds/packages/luasrcdiet/host/compile package/libs/toolchain/compile package/utils/lua/host/compile
0015-packages-light-6984aa98,package/feeds/packages/macremapper/compile,light,24,upstream default (serial unless framework changes it),package/feeds/packages/macremapper/Makefile,package/kernel/linux/compile package/kernel/mac80211/compile
0015-packages-light-6984aa98,package/feeds/packages/python-argcomplete/compile,light,24,upstream default (serial unless framework changes it),package/feeds/packages/python-argcomplete/Makefile,package/feeds/packages/python-setuptools-scm/host/compile package/feeds/packages/python3/compile package/libs/toolchain/compile
0015-packages-light-6984aa98,package/feeds/packages/python-click/compile,light,24,upstream default (serial unless framework changes it),package/feeds/packages/python-click/Makefile,package/feeds/packages/python3/compile package/libs/toolchain/compile
0015-packages-light-6984aa98,package/feeds/packages/python-packaging/compile,light,24,upstream default (serial unless framework changes it),package/feeds/packages/python-packaging/Makefile,package/feeds/packages/python-flit-core/host/compile package/feeds/packages/python3/compile package/libs/toolchain/compile
0015-packages-light-6984aa98,package/feeds/packages/python-pluggy/host/compile,light,24,upstream default (serial unless framework changes it),package/feeds/packages/python-pluggy/Makefile,package/feeds/packages/python-build/host/compile package/feeds/packages/python-installer/host/compile package/feeds/packages/python-setuptools-scm/host/compile package/feeds/packages/python-wheel/host/compile package/feeds/packages/python3/host/compile
0015-packages-light-6984aa98,package/feeds/packages/python-psutil/compile,light,24,upstream default (serial unless framework changes it),package/feeds/packages/python-psutil/Makefile,package/feeds/packages/python3/compile package/libs/toolchain/compile
0015-packages-light-6984aa98,package/feeds/packages/python-setuptools/compile,light,24,upstream default (serial unless framework changes it),package/feeds/packages/python-setuptools/Makefile,package/feeds/packages/python3/compile package/libs/toolchain/compile
0015-packages-light-6984aa98,package/feeds/packages/python-trove-classifiers/host/compile,light,24,upstream default (serial unless framework changes it),package/feeds/packages/python-trove-classifiers/Makefile,package/feeds/packages/python-build/host/compile package/feeds/packages/python-calver/host/compile package/feeds/packages/python-installer/host/compile package/feeds/packages/python-wheel/host/compile package/feeds/packages/python3/host/compile
0015-packages-light-6984aa98,package/feeds/packages/rsync/compile,light,24,1,package/feeds/packages/rsync/Makefile,package/feeds/packages/acl/compile package/feeds/packages/attr/compile package/feeds/packages/liblz4/compile package/feeds/packages/python3/compile package/feeds/packages/zstd/compile package/libs/popt/compile package/libs/toolchain/compile package/libs/zlib/compile
0015-packages-light-6984aa98,package/feeds/packages/scapy/compile,light,24,upstream default (serial unless framework changes it),package/feeds/packages/scapy/Makefile,package/feeds/packages/python3/compile package/libs/toolchain/compile
0015-packages-light-6984aa98,package/luci-app-adguardhome/luci-app-adguardhome/compile,light,24,upstream default (serial unless framework changes it),package/luci-app-adguardhome/luci-app-adguardhome/Makefile,package/feeds/luci/csstidy/host/compile package/feeds/luci/luci-base/host/compile package/feeds/luci/luci-lua-runtime/compile package/feeds/packages/curl/compile package/feeds/packages/luasrcdiet/host/compile package/libs/toolchain/compile package/system/ca-certificates/compile package/utils/lua/host/compile
0015-packages-light-6984aa98,package/mtk/applications/luci-app-turboacc-mtk/compile,light,24,upstream default (serial unless framework changes it),package/mtk/applications/luci-app-turboacc-mtk/Makefile,package/feeds/luci/csstidy/host/compile package/feeds/luci/luci-app-ttyd/compile package/feeds/luci/luci-base/host/compile package/feeds/packages/luasrcdiet/host/compile package/kernel/linux/compile package/libs/toolchain/compile package/network/utils/fullconenat/compile package/utils/lua/host/compile
0016-packages-light-186fbb5e,package/feeds/luci/luci-app-diskman/compile,light,24,upstream default (serial unless framework changes it),package/feeds/luci/luci-app-diskman/Makefile,package/feeds/luci/csstidy/host/compile package/feeds/luci/luci-base/host/compile package/feeds/luci/luci-compat/compile package/feeds/luci/luci-lua-runtime/compile package/feeds/packages/btrfs-progs/compile package/feeds/packages/dosfstools/compile package/feeds/packages/exfatprogs/compile package/feeds/packages/luasrcdiet/host/compile package/feeds/packages/parted/compile package/feeds/packages/smartmontools/compile package/kernel/linux/compile package/libs/toolchain/compile package/utils/e2fsprogs/compile package/utils/lua/host/compile package/utils/util-linux/compile
0016-packages-light-186fbb5e,package/feeds/luci/luci-light/compile,light,24,upstream default (serial unless framework changes it),package/feeds/luci/luci-light/Makefile,package/feeds/luci/csstidy/host/compile package/feeds/luci/luci-app-firewall/compile package/feeds/luci/luci-base/host/compile package/feeds/luci/luci-mod-admin-full/compile package/feeds/luci/luci-proto-ipv6/compile package/feeds/luci/luci-proto-ppp/compile package/feeds/luci/luci-theme-bootstrap/compile package/feeds/luci/rpcd-mod-rrdns/compile package/feeds/packages/luasrcdiet/host/compile package/libs/toolchain/compile package/network/services/uhttpd/compile package/utils/lua/host/compile
