stage,target,class,jobs,upstream_parallel,recipe,dependencies
0016-packages-light-186fbb5e,package/feeds/luci/luci-mod-rpc/compile,light,24,upstream default (serial unless framework changes it),package/feeds/luci/luci-mod-rpc/Makefile,package/feeds/luci/csstidy/host/compile package/feeds/luci/luci-base/host/compile package/feeds/luci/luci-lib-json/compile package/feeds/luci/luci-lua-runtime/compile package/feeds/packages/luasrcdiet/host/compile package/libs/toolchain/compile package/utils/lua/host/compile
0016-packages-light-186fbb5e,package/feeds/packages/libdcwproto/compile,light,24,1,package/feeds/packages/libdcwproto/Makefile,package/feeds/packages/macremapper/compile package/libs/toolchain/compile
0016-packages-light-186fbb5e,package/feeds/packages/python-hatchling/host/compile,light,24,upstream default (serial unless framework changes it),package/feeds/packages/python-hatchling/Makefile,package/feeds/packages/python-build/host/compile package/feeds/packages/python-editables/host/compile package/feeds/packages/python-installer/host/compile package/feeds/packages/python-packaging/host/compile package/feeds/packages/python-pathspec/host/compile package/feeds/packages/python-pluggy/host/compile package/feeds/packages/python-trove-classifiers/host/compile package/feeds/packages/python3/host/compile
0016-packages-light-186fbb5e,package/feeds/packages/speedtest-cli/compile,light,24,upstream default (serial unless framework changes it),package/feeds/packages/speedtest-cli/Makefile,package/feeds/packages/python-setuptools/compile package/feeds/packages/python3/compile package/libs/toolchain/compile
0016-packages-light-186fbb5e,package/luci-app-advancedplus/compile,light,24,upstream default (serial unless framework changes it),package/luci-app-advancedplus/Makefile,package/feeds/luci/csstidy/host/compile package/feeds/luci/luci-base/host/compile package/feeds/luci/luci-compat/compile package/feeds/luci/luci-lua-runtime/compile package/feeds/packages/curl/compile package/feeds/packages/luasrcdiet/host/compile package/libs/toolchain/compile package/utils/lua/host/compile
0017-packages-light-f068e76e,package/feeds/luci/luci-ssl-openssl/compile,light,24,upstream default (serial unless framework changes it),package/feeds/luci/luci-ssl-openssl/Makefile,package/feeds/luci/csstidy/host/compile package/feeds/luci/luci-app-package-manager/compile package/feeds/luci/luci-base/host/compile package/feeds/luci/luci-light/compile package/feeds/packages/luasrcdiet/host/compile package/libs/openssl/compile package/libs/toolchain/compile package/libs/ustream-ssl/compile package/utils/lua/host/compile
0017-packages-light-f068e76e,package/feeds/luci/luci/compile,light,24,upstream default (serial unless framework changes it),package/feeds/luci/luci/Makefile,package/feeds/luci/csstidy/host/compile package/feeds/luci/luci-app-package-manager/compile package/feeds/luci/luci-base/host/compile package/feeds/luci/luci-light/compile package/feeds/packages/luasrcdiet/host/compile package/libs/toolchain/compile package/utils/lua/host/compile
0017-packages-light-f068e76e,package/feeds/packages/python-hatch-vcs/host/compile,light,24,upstream default (serial unless framework changes it),package/feeds/packages/python-hatch-vcs/Makefile,package/feeds/packages/python-build/host/compile package/feeds/packages/python-hatchling/host/compile package/feeds/packages/python-installer/host/compile package/feeds/packages/python-setuptools-scm/host/compile package/feeds/packages/python3/host/compile
0017-packages-light-f068e76e,package/feeds/packages/python-userpath/compile,light,24,upstream default (serial unless framework changes it),package/feeds/packages/python-userpath/Makefile,package/feeds/packages/python-click/compile package/feeds/packages/python-hatchling/host/compile package/feeds/packages/python-psutil/compile package/feeds/packages/python3/compile package/libs/toolchain/compile
0018-packages-light-f856389f,package/emortal/default-settings/compile,light,24,upstream default (serial unless framework changes it),package/emortal/default-settings/Makefile,package/feeds/luci/luci-base/compile package/feeds/luci/luci/compile package/libs/toolchain/compile
0018-packages-light-f856389f,package/feeds/packages/python-platformdirs/compile,light,24,upstream default (serial unless framework changes it),package/feeds/packages/python-platformdirs/Makefile,package/feeds/packages/python-hatch-vcs/host/compile package/feeds/packages/python-hatchling/host/compile package/feeds/packages/python3/compile package/libs/toolchain/compile
0019-packages-light-3227578f,package/feeds/packages/pipx/compile,light,24,upstream default (serial unless framework changes it),package/feeds/packages/pipx/Makefile,package/feeds/packages/python-argcomplete/compile package/feeds/packages/python-hatch-vcs/host/compile package/feeds/packages/python-hatchling/host/compile package/feeds/packages/python-packaging/compile package/feeds/packages/python-platformdirs/compile package/feeds/packages/python-userpath/compile package/feeds/packages/python3/compile package/libs/toolchain/compile
0020-packages-go-0c97ad89,package/devel/golang-host-compat/host/compile,go,8,1,package/devel/golang-host-compat/Makefile,
0021-packages-cpp-4060c714,package/feeds/packages/boost/host/compile,cpp,8,1,package/feeds/packages/boost/Makefile,
0022-packages-cpp-2fcc8ccd,package/feeds/packages/boost/compile,cpp,8,1,package/feeds/packages/boost/Makefile,package/feeds/packages/boost/host/compile package/libs/toolchain/compile
0023-packages-light-f7a511c8,package/feeds/packages/trojan-plus/compile,light,24,1,package/feeds/packages/trojan-plus/Makefile,package/feeds/packages/boost/compile package/libs/openssl/compile package/libs/toolchain/compile
0023-packages-light-f7a511c8,package/feeds/packages/trojan/compile,light,24,1,package/feeds/packages/trojan/Makefile,package/feeds/packages/boost/compile package/libs/openssl/compile package/libs/toolchain/compile
0024-packages-go-b4be5684,package/feeds/packages/filebrowser/compile,go,8,1,package/feeds/packages/filebrowser/Makefile,package/devel/golang-host-compat/host/compile package/feeds/packages/node-pnpm/host/compile package/feeds/packages/node/host/compile package/libs/toolchain/compile
0025-packages-go-81f2c357,package/feeds/packages/golang/host/compile,go,8,1,package/feeds/packages/golang/Makefile,
0026-packages-go-91f18e14,package/feeds/packages/adguardhome/compile,go,8,1,package/feeds/packages/adguardhome/Makefile,package/feeds/packages/golang/host/compile package/libs/toolchain/compile package/system/ca-certificates/compile
0027-packages-go-499648ad,package/feeds/packages/cloudflared/compile,go,8,1,package/feeds/packages/cloudflared/Makefile,package/feeds/packages/golang/host/compile package/libs/toolchain/compile package/system/ca-certificates/compile
0028-packages-light-3f97a759,package/feeds/luci/luci-app-cloudflared/compile,light,24,upstream default (serial unless framework changes it),package/feeds/luci/luci-app-cloudflared/Makefile,package/feeds/luci/csstidy/host/compile package/feeds/luci/luci-base/host/compile package/feeds/packages/cloudflared/compile package/feeds/packages/luasrcdiet/host/compile package/libs/toolchain/compile package/utils/lua/host/compile
0029-packages-go-1efcd62e,package/feeds/packages/daed/compile,go,8,1,package/feeds/packages/daed/Makefile,package/feeds/packages/golang/host/compile package/feeds/packages/v2ray-geodata/compile package/kernel/bpf-headers/compile package/kernel/linux/compile package/libs/toolchain/compile package/system/ca-certificates/compile
0030-packages-light-9d003800,package/feeds/luci/luci-app-daed/compile,light,24,upstream default (serial unless framework changes it),package/feeds/luci/luci-app-daed/Makefile,package/feeds/luci/csstidy/host/compile package/feeds/luci/luci-base/host/compile package/feeds/packages/daed/compile package/feeds/packages/luasrcdiet/host/compile package/libs/toolchain/compile package/utils/lua/host/compile
0031-packages-go-e04c809f,package/feeds/packages/ddns-go/compile,go,8,1,package/feeds/packages/ddns-go/Makefile,package/feeds/packages/golang/host/compile package/libs/toolchain/compile package/system/ca-certificates/compile
0032-packages-light-69c99f7b,package/feeds/luci/luci-app-ddns-go/compile,light,24,upstream default (serial unless framework changes it),package/feeds/luci/luci-app-ddns-go/Makefile,package/feeds/luci/csstidy/host/compile package/feeds/luci/luci-base/host/compile package/feeds/packages/ddns-go/compile package/feeds/packages/luasrcdiet/host/compile package/libs/toolchain/compile package/utils/lua/host/compile
0033-packages-go-3ff46a31,package/feeds/packages/frp/compile,go,8,1,package/feeds/packages/frp/Makefile,package/feeds/packages/golang/host/compile package/libs/toolchain/compile
0034-packages-light-fd0571d1,package/feeds/luci/luci-app-frpc/compile,light,24,upstream default (serial unless framework changes it),package/feeds/luci/luci-app-frpc/Makefile,package/feeds/luci/csstidy/host/compile package/feeds/luci/luci-base/compile package/feeds/luci/luci-base/host/compile package/feeds/packages/frp/compile package/feeds/packages/luasrcdiet/host/compile package/libs/toolchain/compile package/utils/lua/host/compile
0035-packages-go-cbbbe328,package/feeds/packages/geoipupdate/compile,go,8,1,package/feeds/packages/geoipupdate/Makefile,package/feeds/packages/golang/host/compile package/libs/toolchain/compile
0036-packages-go-26cd4a2a,package/feeds/packages/geoview/compile,go,8,1,package/feeds/packages/geoview/Makefile,package/feeds/packages/golang/host/compile package/libs/toolchain/compile
0037-packages-go-35b331e7,package/feeds/packages/go-nats/compile,go,8,1,package/feeds/packages/go-nats/Makefile,package/feeds/packages/golang/host/compile package/libs/toolchain/compile
0038-packages-go-d38ee884,package/feeds/packages/hysteria/compile,go,8,1,package/feeds/packages/hysteria/Makefile,package/feeds/packages/golang/host/compile package/libs/toolchain/compile package/system/ca-certificates/compile
0039-packages-chromium-dd45289e,package/feeds/packages/naiveproxy/compile,chromium,5,1,package/feeds/packages/naiveproxy/Makefile,package/feeds/packages/gn/host/compile package/libs/toolchain/compile
0040-packages-go-4a124ecf,package/feeds/packages/nexttrace/compile,go,8,1,package/feeds/packages/nexttrace/Makefile,package/feeds/packages/golang/host/compile package/libs/toolchain/compile package/system/ca-certificates/compile
0041-packages-cpp-88d2ba36,package/feeds/packages/nmap/compile,cpp,8,1,package/feeds/packages/nmap/Makefile,package/feeds/packages/libssh2/compile package/feeds/packages/lua5.4/compile package/feeds/packages/python3/compile package/libs/libpcap/compile package/libs/openssl/compile package/libs/pcre2/compile package/libs/toolchain/compile package/libs/zlib/compile package/system/ca-certificates/compile
0042-packages-go-2add49c1,package/feeds/packages/nps/compile,go,8,1,package/feeds/packages/nps/Makefile,package/feeds/packages/golang/host/compile package/libs/toolchain/compile package/system/ca-certificates/compile
0043-packages-light-42160537,package/feeds/luci/luci-app-nps/compile,light,24,upstream default (serial unless framework changes it),package/feeds/luci/luci-app-nps/Makefile,package/feeds/luci/csstidy/host/compile package/feeds/luci/luci-base/host/compile package/feeds/luci/luci-lua-runtime/compile package/feeds/packages/luasrcdiet/host/compile package/feeds/packages/nps/compile package/feeds/packages/wget/compile package/libs/toolchain/compile package/utils/lua/host/compile
0044-packages-cpp-fd45f428,package/feeds/packages/protobuf/compile,cpp,8,upstream default (serial unless framework changes it),package/feeds/packages/protobuf/Makefile,package/libs/toolchain/compile package/libs/zlib/compile
0045-packages-cpp-083daea8,package/feeds/packages/protobuf/host/compile,cpp,8,upstream default (serial unless framework changes it),package/feeds/packages/protobuf/Makefile,
0046-packages-light-479f0593,package/feeds/packages/netdata/compile,light,24,1,package/feeds/packages/netdata/Makefile,package/feeds/packages/bash/compile package/feeds/packages/curl/compile package/feeds/packages/libuv/compile package/feeds/packages/protobuf/compile package/feeds/packages/protobuf/host/compile package/libs/libjson-c/compile package/libs/libmnl/compile package/libs/openssl/compile package/libs/toolchain/compile package/libs/zlib/compile package/utils/util-linux/compile
0047-packages-light-029713e8,package/feeds/luci/luci-app-netdata/compile,light,24,upstream default (serial unless framework changes it),package/feeds/luci/luci-app-netdata/Makefile,package/feeds/luci/csstidy/host/compile package/feeds/luci/luci-base/host/compile package/feeds/packages/luasrcdiet/host/compile package/feeds/packages/netdata/compile package/libs/toolchain/compile package/utils/lua/host/compile
0048-packages-go-73c139c7,package/feeds/packages/rclone/compile,go,8,1,package/feeds/packages/rclone/Makefile,package/feeds/packages/fuse3/compile package/feeds/packages/golang/host/compile package/libs/toolchain/compile package/system/ca-certificates/compile
0049-packages-rust-host-3589ae7e,package/feeds/packages/rust/host/compile,rust-host,2,upstream default (serial unless framework changes it),package/feeds/packages/rust/Makefile,
0050-packages-rust-9306c6e0,package/feeds/packages/rust-bindgen/host/compile,rust,4,1,package/feeds/packages/rust-bindgen/Makefile,package/feeds/packages/rust/host/compile
0051-packages-cpp-3d359588,package/feeds/packages/samba4/host/compile,cpp,8,upstream default (serial unless framework changes it),package/feeds/packages/samba4/Makefile,package/feeds/packages/perl-parse-yapp/host/compile package/feeds/packages/perl/host/compile package/feeds/packages/python3/host/compile package/feeds/packages/rpcsvc-proto/host/compile
0052-packages-cpp-4349ddc3,package/feeds/packages/samba4/compile,cpp,8,upstream default (serial unless framework changes it),package/feeds/packages/samba4/Makefile,package/feeds/packages/attr/compile package/feeds/packages/avahi/compile package/feeds/packages/gnutls/compile package/feeds/packages/libpam/compile package/feeds/packages/libtasn1/compile package/feeds/packages/libtasn1/host/compile package/feeds/packages/libtirpc/compile package/feeds/packages/liburing/compile package/feeds/packages/perl/host/compile package/feeds/packages/samba4/host/compile package/libs/libcap/compile package/libs/openssl/compile package/libs/popt/compile package/libs/readline/compile package/libs/toolchain/compile package/libs/zlib/compile package/utils/util-linux/compile
0053-packages-light-90c44c7a,package/feeds/luci/luci-app-samba4/compile,light,24,upstream default (serial unless framework changes it),package/feeds/luci/luci-app-samba4/Makefile,package/feeds/luci/csstidy/host/compile package/feeds/luci/luci-base/compile package/feeds/luci/luci-base/host/compile package/feeds/packages/luasrcdiet/host/compile package/feeds/packages/samba4/compile package/libs/toolchain/compile package/utils/lua/host/compile
0054-packages-light-28e11f4e,package/emortal/autosamba/compile,light,24,upstream default (serial unless framework changes it),package/emortal/autosamba/Makefile,package/feeds/luci/luci-app-samba4/compile package/feeds/packages/wsdd2/compile package/libs/toolchain/compile
0055-packages-rust-1d213b9e,package/feeds/packages/shadow-tls/compile,rust,4,1,package/feeds/packages/shadow-tls/Makefile,package/feeds/packages/rust/host/compile package/libs/toolchain/compile
0056-packages-rust-6c019752,package/feeds/packages/shadowsocks-rust/compile,rust,4,1,package/feeds/packages/shadowsocks-rust/Makefile,package/feeds/packages/rust/host/compile package/libs/toolchain/compile
0057-packages-go-061f9c30,package/feeds/packages/sing-box/compile,go,8,1,package/feeds/packages/sing-box/Makefile,package/feeds/packages/golang/host/compile package/kernel/linux/compile package/libs/toolchain/compile package/system/ca-certificates/compile
0058-packages-rust-3e4a73ee,package/feeds/packages/smartdns/compile,rust,4,1,package/feeds/packages/smartdns/Makefile,package/feeds/packages/node/host/compile package/feeds/packages/rust-bindgen/host/compile package/libs/openssl/compile package/libs/toolchain/compile
0059-packages-light-d859d8ab,package/feeds/luci/luci-app-smartdns/compile,light,24,upstream default (serial unless framework changes it),package/feeds/luci/luci-app-smartdns/Makefile,package/feeds/luci/csstidy/host/compile package/feeds/luci/luci-base/host/compile package/feeds/packages/luasrcdiet/host/compile package/feeds/packages/smartdns/compile package/libs/toolchain/compile package/utils/lua/host/compile
0060-packages-go-b2d93feb,package/feeds/packages/tailscale/compile,go,8,1,package/feeds/packages/tailscale/Makefile,package/feeds/packages/golang/host/compile package/kernel/linux/compile package/libs/toolchain/compile package/system/ca-certificates/compile
0061-packages-go-1f5c632e,package/feeds/packages/v2ray-plugin/compile,go,8,1,package/feeds/packages/v2ray-plugin/Makefile,package/feeds/packages/golang/host/compile package/libs/toolchain/compile package/system/ca-certificates/compile
0062-packages-go-54cd5347,package/feeds/packages/xray-core/compile,go,8,1,package/feeds/packages/xray-core/Makefile,package/feeds/packages/golang/host/compile package/libs/toolchain/compile package/system/ca-certificates/compile
0063-packages-go-37f247b9,package/feeds/packages/xray-plugin/compile,go,8,1,package/feeds/packages/xray-plugin/Makefile,package/feeds/packages/golang/host/compile package/libs/toolchain/compile package/system/ca-certificates/compile
0064-packages-light-dd75b114,package/feeds/luci/luci-app-passwall/compile,light,24,upstream default (serial unless framework changes it),package/feeds/luci/luci-app-passwall/Makefile,package/feeds/luci/csstidy/host/compile package/feeds/luci/luci-base/host/compile package/feeds/luci/luci-compat/compile package/feeds/luci/luci-lib-jsonc/compile package/feeds/luci/luci-lua-runtime/compile package/feeds/packages/chinadns-ng/compile package/feeds/packages/coreutils/compile package/feeds/packages/curl/compile package/feeds/packages/dns2socks/compile package/feeds/packages/geoview/compile package/feeds/packages/haproxy/compile package/feeds/packages/hysteria/compile package/feeds/packages/ipt2socks/compile package/feeds/packages/luasrcdiet/host/compile package/feeds/packages/microsocks/compile package/feeds/packages/naiveproxy/compile package/feeds/packages/shadow-tls/compile package/feeds/packages/shadowsocks-rust/compile package/feeds/packages/simple-obfs/compile package/feeds/packages/sing-box/compile package/feeds/packages/tcping/compile package/feeds/packages/unzip/compile package/feeds/packages/v2ray-geodata/compile package/feeds/packages/v2ray-plugin/compile package/feeds/packages/xray-core/compile package/feeds/packages/xray-plugin/compile package/kernel/linux/compile package/libs/toolchain/compile package/network/utils/iproute2/compile package/network/utils/resolveip/compile package/system/uci/compile package/utils/lua/compile package/utils/lua/host/compile
0065-packages-go-173fd46c,package/feeds/packages/yq/compile,go,8,1,package/feeds/packages/yq/Makefile,package/feeds/packages/golang/host/compile package/libs/toolchain/compile
0066-packages-go-edfaf79e,package/feeds/packages/ztdns/compile,go,8,1,package/feeds/packages/ztdns/Makefile,package/feeds/packages/golang/host/compile package/libs/toolchain/compile
0067-packages-go-e35ffe54,package/luci-app-nikki/mihomo-meta/compile,go,8,1,package/luci-app-nikki/mihomo-meta/Makefile,package/devel/golang-host-compat/host/compile package/kernel/linux/compile package/libs/toolchain/compile package/network/utils/iproute2/compile package/system/ca-certificates/compile
0068-packages-light-b7264ca2,package/luci-app-nikki/nikki/compile,light,24,upstream default (serial unless framework changes it),package/luci-app-nikki/nikki/Makefile,package/feeds/packages/curl/compile package/feeds/packages/yq/compile package/kernel/linux/compile package/libs/toolchain/compile package/luci-app-nikki/mihomo-meta/compile package/network/config/firewall4/compile package/network/utils/iproute2/compile package/system/ca-certificates/compile
0069-packages-light-45013d27,package/luci-app-nikki/luci-app-nikki/compile,light,24,upstream default (serial unless framework changes it),package/luci-app-nikki/luci-app-nikki/Makefile,package/feeds/luci/csstidy/host/compile package/feeds/luci/luci-base/compile package/feeds/luci/luci-base/host/compile package/feeds/packages/luasrcdiet/host/compile package/libs/toolchain/compile package/luci-app-nikki/nikki/compile package/utils/lua/host/compile
0070-packages-mtk-62d34d74,package/mtk/drivers/conninfra/compile,mtk,8,upstream default (serial unless framework changes it),package/mtk/drivers/conninfra/Makefile,
0071-packages-mtk-5f2b4f68,package/mtk/drivers/warp/compile,mtk,8,upstream default (serial unless framework changes it),package/mtk/drivers/warp/Makefile,package/kernel/linux/compile
0072-packages-mtk-97bc6365,package/mtk/drivers/wifi-profile/compile,mtk,8,upstream default (serial unless framework changes it),package/mtk/drivers/wifi-profile/Makefile,package/libs/toolchain/compile
0073-packages-light-4cfb4efc,package/mtk/applications/mtwifi-cfg/compile,light,24,upstream default (serial unless framework changes it),package/mtk/applications/mtwifi-cfg/Makefile,package/feeds/packages/lua-cjson/compile package/libs/toolchain/compile package/mtk/applications/datconf/compile package/mtk/drivers/wifi-profile/compile package/network/utils/iwinfo/compile
0074-packages-light-3d0f85f0,package/mtk/applications/luci-app-mtwifi-cfg/compile,light,24,upstream default (serial unless framework changes it),package/mtk/applications/luci-app-mtwifi-cfg/Makefile,package/feeds/luci/csstidy/host/compile package/feeds/luci/luci-base/host/compile package/feeds/packages/luasrcdiet/host/compile package/libs/toolchain/compile package/mtk/applications/mtwifi-cfg/compile package/utils/lua/host/compile
0075-packages-mtk-f0109be2,package/mtk/drivers/mt_wifi/compile,mtk,8,1,package/mtk/drivers/mt_wifi/Makefile,package/kernel/linux/compile package/mtk/drivers/conninfra/compile package/mtk/drivers/warp/compile package/mtk/drivers/wifi-profile/compile
0076-package-completion-4c92b624,package/compile,light,24,framework,,
0077-package-install-0e83ac37,package/install,images,1,framework,,
0078-images-b1223e8a,target/install,images,4,framework,,
0079-buildinfo-a0a1e235,buildinfo,images,1,framework,,
0080-index-36f08819,package/index,images,4,framework,,
0081-overview-c8a9dde0,json_overview_image_info,images,1,framework,,
0082-checksum-96fa8f22,checksum,images,1,framework,,
